WCL ISE DATASET,,,,,,,,,,,,,,,,,,,,,,,,
Sol,30 ,,,,,,,,,,,,,,,,,,,,,,,
WCL Cell ,0,,,,,,,,,,,,,,,,,,,,,,,
Water Release,898866468.5629,,,,,,,,,,,,,,,,,,,,,,,
Drawer Open,898868112.9506,898869883.2373,898873507.0236,898874252.1384,,,,,,,,,,,,,,,,,,,,
Drawer Close,898868292.2481,898870064.2368,898873872.4162,898874478.0133,,,,,,,,,,,,,,,,,,,,
Regent Release,898870317.4352,,,,,,,,,,,,,,,,,,,,,,,
Time(s),Cl Ref,Vmon,CO2,Cl,I,Ir pH,Cl Ref,Cl Ref,Cl Ref,Li (A),Br,Ba,NH4,NO3,Mg,Ca,DO Ref,K,Li (B),Na,pH1,pH2,Cl Ref,Cl Ref
898887027.8051,-233.0249,-502.0964,-410.258,-291.8348,-316.8084,-324.0588,-256.3931,-275.7324,-238.6655,-568.1556,-291.8348,-482.762,-615.686,-492.4292,-506.93,-523.8476,-255.6434,-609.2412,-565.7388,-555.266,-559.294,2050.85,-237.8597,-256.3931
898887029.9291,-237.0539,-499.6796,-407.0356,-291.8348,-315.1972,-324.0588,-266.0628,-295.0717,-229.8016,-568.1556,-291.8348,-482.762,-614.0748,-494.846,-506.93,-523.8476,-252.4203,-609.2412,-565.7388,-555.266,-559.294,2050.85,-243.5003,-242.6945
898887030.8898,-233.8307,-500.4852,-405.4244,-287.8068,-317.614,-320.0308,-261.2279,-287.0136,-237.8597,-572.1836,-287.8068,-481.9564,-613.2692,-494.846,-503.7076,-525.4588,-256.4491,-606.8244,-564.1276,-553.6548,-556.0716,2050.85,-233.8307,-250.7525
898887033.1606,-230.6074,-500.4852,-405.4244,-291.8348,-316.8084,-322.4476,-262.8396,-304.7413,-237.8597,-572.1836,-293.446,-481.9564,-610.0468,-494.846,-506.93,-530.2924,-250.8088,-610.0468,-565.7388,-555.266,-556.0716,2050.85,-233.8307,-249.1409
898887034.1141,-229.8016,-502.0964,-409.4524,-289.418,-319.2252,-324.0588,-257.1989,-289.431,-235.4423,-571.378,-291.8348,-481.1508,-614.0748,-490.818,-507.7356,-524.6532,-255.6434,-610.8524,-568.1556,-559.294,-555.266,2050.85,-242.6945,-246.7235
898887036.2369,-228.19,-499.6796,-407.0356,-291.8348,-315.1972,-322.4476,-274.9266,-295.0717,-229.8016,-572.1836,-293.446,-481.9564,-610.0468,-494.846,-506.93,-527.07,-250.8088,-610.0468,-565.7388,-555.266,-559.294,2050.85,-233.8307,-249.1409
898887037.1962,-233.8307,-502.902,-405.4244,-291.0292,-317.614,-320.0308,-280.5672,-274.1208,-233.0249,-572.1836,-291.0292,-485.1788,-613.2692,-494.846,-507.7356,-527.07,-256.4491,-610.0468,-565.7388,-555.266,-557.6828,2050.85,-236.2481,-257.1989
898887039.3244,-235.4423,-503.7076,-407.8412,-291.0292,-317.614,-321.642,-258.8105,-278.1498,-237.8597,-572.1836,-289.418,-485.1788,-617.2972,-494.0404,-507.7356,-526.2644,-256.4491,-606.8244,-564.9332,-553.6548,-558.4884,2050.85,-240.2771,-250.7525
898887040.3124,-237.0539,-502.0964,-409.4524,-291.8348,-313.586,-324.0588,-249.9467,-270.0918,-235.4423,-571.378,-288.6124,-481.1508,-615.686,-490.818,-506.93,-523.8476,-258.8664,-610.8524,-566.5444,-557.6828,-553.6548,2050.85,-239.4713,-259.6163
898887042.5291,-237.0539,-499.6796,-407.0356,-291.8348,-316.8084,-322.4476,-278.9556,-286.2078,-235.4423,-571.378,-291.8348,-482.762,-614.0748,-494.846,-506.93,-523.8476,-252.4203,-607.63,-565.7388,-556.0716,-559.294,2050.85,-249.9467,-248.3351
898887043.4921,-229.8016,-499.6796,-407.0356,-291.8348,-315.1972,-322.4476,-259.6163,-278.9556,-235.4423,-571.378,-291.8348,-481.1508,-614.0748,-494.846,-506.93,-523.8476,-255.6434,-610.8524,-566.5444,-556.0716,-553.6548,2050.85,-243.5003,-242.6945
898887045.6058,-241.8887,-501.2908,-403.8132,-291.8348,-313.586,-320.8364,-263.6454,-270.0918,-233.8307,-571.378,-288.6124,-192.746,-614.0748,-494.0404,-507.7356,-523.042,-254.8376,-605.2132,-564.9332,-552.8492,-555.266,2050.85,-237.8597,-248.3351
898887046.6462,-258.8105,-500.4852,-405.4244,-293.446,-314.3916,-323.2532,-282.1788,-274.9266,-239.4713,-572.9892,-291.8348,-192.746,-613.2692,-494.846,-503.7076,-527.07,-250.8088,-609.2412,-565.7388,-555.266,-559.294,2050.85,-243.5003,-250.7525
898887048.7357,-237.0539,-502.902,-407.8412,-287.8068,-317.614,-320.0308,-268.4802,-274.1208,-233.0249,-572.1836,-287.8068,-191.9404,-610.0468,-494.846,-505.3188,-527.07,-250.8088,-610.0468,-565.7388,-555.266,-556.0716,2050.85,-235.4423,-250.7525
898887049.6874,-230.6074,-502.0964,-407.8412,-289.418,-319.2252,-320.0308,-274.1208,-278.1498,-240.2771,-572.1836,-291.0292,-195.1628,-611.658,-494.0404,-507.7356,-526.2644,-256.4491,-606.8244,-564.1276,-553.6548,-557.6828,2050.85,-238.6655,-235.4423
898887051.8006,-242.6945,-502.902,-405.4244,-293.446,-317.614,-323.2532,-282.1788,-272.5092,-237.8597,-568.1556,-293.446,-192.746,-615.686,-494.846,-506.93,-527.07,-252.4203,-607.63,-565.7388,-557.6828,-553.6548,2050.85,-235.4423,-244.3061
898887052.7948,-229.8016,-499.6796,-407.0356,-291.8348,-315.1972,-324.0588,-263.6454,-285.402,-229.8016,-571.378,-291.8348,-194.3572,-614.0748,-494.846,-506.93,-523.8476,-255.6434,-610.8524,-566.5444,-556.0716,-555.266,2050.85,-234.6365,-242.6945
898887055.0206,-250.7525,-503.7076,-407.8412,-291.0292,-319.2252,-318.4196,-261.2279,-274.9266,-237.8597,-572.1836,-291.0292,-195.1628,-610.0468,-461.8164,-503.7076,-527.07,-256.4491,-609.2412,-562.5164,-555.266,-556.0716,2050.85,-235.4423,-246.7235
898887055.962,-229.8016,-500.4852,-405.4244,-293.446,-317.614,-323.2532,-256.3931,-287.8194,-237.8597,-569.7668,-293.446,-198.3852,-610.0468,-456.1772,-506.93,-527.07,-257.2549,-609.2412,-565.7388,-557.6828,-559.294,2050.85,-243.5003,-250.7525
898887058.1607,-240.2771,-499.6796,-407.0356,-291.8348,-316.8084,-324.0588,-275.7324,-282.1788,-241.8887,-571.378,-291.8348,-194.3572,-614.0748,-450.538,-506.93,-524.6532,-255.6434,-610.8524,-568.1556,-559.294,-555.266,2050.85,-244.3061,-255.5873
898887059.1262,-230.6074,-503.7076,-407.8412,-291.0292,-319.2252,-321.642,-248.3351,-284.5962,-243.5003,-572.1836,-291.0292,-196.774,-611.658,-454.566,-507.7356,-528.6812,-257.2549,-610.0468,-565.7388,-555.266,-557.6828,2050.85,-236.2481,-243.5003
898887061.3609,-263.6454,-502.902,-404.6188,-287.8068,-314.3916,-316.8084,-266.0628,-280.5672,-233.0249,-569.7668,-287.8068,-195.1628,-610.0468,-469.0668,-503.7076,-523.8476,-257.2549,-607.63,-565.7388,-552.0436,-552.8492,2050.85,-236.2481,-244.3061
898887062.3951,-227.3842,-502.0964,-407.8412,-291.0292,-319.2252,-318.4196,-272.5092,-265.257,-230.6074,-572.1836,-291.0292,-196.774,-611.658,-455.3716,-507.7356,-528.6812,-256.4491,-606.8244,-564.1276,-555.266,-557.6828,2050.85,-248.3351,-246.7235
898887064.4831,-229.8016,-502.902,-407.8412,-291.0292,-317.614,-320.0308,-272.5092,-287.0136,-237.8597,-572.1836,-291.0292,-198.3852,-610.0468,-456.1772,-506.93,-527.07,-254.0318,-609.2412,-566.5444,-557.6828,-556.0716,2050.85,-241.8887,-249.9467
898887065.4524,-237.8597,-503.7076,-407.8412,-291.0292,-317.614,-320.0308,-272.5092,-285.402,-230.6074,-572.1836,-291.0292,-198.3852,-613.2692,-459.3996,-503.7076,-530.2924,-257.2549,-609.2412,-565.7388,-555.266,-559.294,2050.85,-235.4423,-243.5003
898887067.6247,-223.3552,-502.902,-407.8412,-291.0292,-317.614,-323.2532,-253.1699,-278.9556,-237.8597,-572.9892,-293.446,-198.3852,-610.0468,-494.846,-506.93,-527.07,-255.6434,-610.8524,-566.5444,-556.0716,-555.266,2050.85,-235.4423,-245.9177
898887068.611,-237.8597,-502.0964,-409.4524,-288.6124,-316.8084,-320.8364,-287.8194,-289.431,-236.2481,-571.378,-289.418,-197.5796,-610.8524,-494.0404,-507.7356,-526.2644,-256.4491,-606.8244,-564.1276,-553.6548,-556.0716,2050.85,-239.4713,-246.7235
898887070.7633,-242.6945,-504.5132,-405.4244,-293.446,-317.614,-323.2532,-270.0918,-285.402,-237.8597,-572.9892,-293.446,-198.3852,-615.686,-494.846,-506.93,-527.07,-255.6434,-610.8524,-566.5444,-557.6828,-555.266,2050.85,-235.4423,-249.9467
898887071.7494,-233.8307,-501.2908,-410.258,-291.8348,-316.8084,-324.0588,-265.257,-289.431,-235.4423,-571.378,-291.8348,-197.5796,-614.0748,-494.0404,-510.958,-526.2644,-254.8376,-610.8524,-564.9332,-559.294,-558.4884,2050.85,-237.8597,-249.1409
898887073.8321,-233.0249,-502.0964,-409.4524,-291.0292,-319.2252,-320.8364,-261.2279,-284.5962,-243.5003,-572.1836,-291.0292,-198.3852,-613.2692,-494.846,-507.7356,-528.6812,-256.4491,-610.0468,-565.7388,-555.266,-559.294,2050.85,-239.4713,-248.3351
898887074.8264,-233.8307,-499.6796,-407.0356,-291.8348,-316.8084,-324.0588,-258.8105,-270.0918,-233.8307,-571.378,-291.8348,-194.3572,-614.0748,-494.0404,-507.7356,-526.2644,-259.6722,-605.2132,-564.9332,-553.6548,-558.4884,2050.85,-241.0829,-242.6945
898887076.9921,-239.4713,-503.7076,-411.0636,-294.2516,-317.614,-320.0308,-269.286,-280.5672,-239.4713,-572.9892,-293.446,-198.3852,-615.686,-494.846,-506.93,-527.07,-252.4203,-609.2412,-566.5444,-557.6828,-559.294,2050.85,-235.4423,-249.9467
898887077.9875,-240.2771,-499.6796,-411.0636,-293.446,-316.8084,-322.4476,-250.7525,-282.1788,-237.8597,-571.378,-291.8348,-194.3572,-614.0748,-495.6516,-506.1244,-524.6532,-259.6722,-605.2132,-564.9332,-556.0716,-555.266,2050.85,-243.5003,-250.7525
898887080.1162,-253.1699,-500.4852,-405.4244,-293.446,-315.1972,-323.2532,-252.3641,-275.7324,-229.8016,-571.378,-291.8348,-194.3572,-614.0748,-494.0404,-507.7356,-523.042,-254.8376,-605.2132,-564.9332,-553.6548,-557.6828,2050.85,-240.2771,-250.7525
898887081.112,-233.0249,-499.6796,-407.0356,-291.8348,-316.8084,-324.0588,-267.6744,-278.1498,-235.4423,-571.378,-289.418,-197.5796,-611.658,-494.0404,-507.7356,-526.2644,-259.6722,-606.8244,-564.1276,-553.6548,-556.0716,2050.85,-244.3061,-245.9177
898887083.3131,-241.8887,-503.7076,-407.8412,-295.8628,-317.614,-320.0308,-256.3931,-274.1208,-241.0829,-572.1836,-293.446,-198.3852,-610.0468,-494.846,-506.93,-527.07,-252.4203,-607.63,-566.5444,-556.0716,-553.6548,2050.85,-236.2481,-249.9467
898887084.3192,-233.8307,-500.4852,-411.0636,-293.446,-318.4196,-323.2532,-265.257,-282.1788,-229.8016,-571.378,-293.446,-194.3572,-614.0748,-492.4292,-506.93,-526.2644,-261.2837,-605.2132,-564.9332,-552.8492,-555.266,2050.85,-233.8307,-242.6945
898887086.4547,-235.4423,-503.7076,-409.4524,-291.0292,-317.614,-320.0308,-250.7525,-280.5672,-237.8597,-572.9892,-293.446,-194.3572,-610.0468,-494.846,-506.93,-527.07,-255.6434,-610.8524,-568.1556,-552.0436,-555.266,2050.85,-235.4423,-249.9467
898887087.3997,-230.6074,-504.5132,-405.4244,-294.2516,-315.1972,-322.4476,-268.4802,-295.0717,-241.8887,-571.378,-291.8348,-194.3572,-614.0748,-494.0404,-507.7356,-526.2644,-259.6722,-606.8244,-564.9332,-553.6548,-557.6828,2050.85,-233.8307,-252.3641
898887089.5289,-238.6655,-501.2908,-410.258,-291.8348,-320.0308,-320.8364,-278.9556,-276.5382,-240.2771,-575.406,-291.0292,-196.774,-611.658,-496.4572,-507.7356,-528.6812,-256.4491,-610.0468,-565.7388,-555.266,-559.294,2050.85,-229.8016,-262.8396
898887090.4618,-233.0249,-500.4852,-411.0636,-293.446,-316.8084,-324.0588,-274.1208,-275.7324,-238.6655,-571.378,-291.8348,-197.5796,-614.0748,-497.2628,-507.7356,-526.2644,-261.2837,-606.8244,-564.9332,-553.6548,-557.6828,2050.85,-233.8307,-244.3061
898887092.6255,-243.5003,-504.5132,-411.0636,-294.2516,-318.4196,-322.4476,-261.2279,-291.8485,-242.6945,-571.378,-293.446,-194.3572,-614.0748,-494.0404,-510.958,-526.2644,-261.2837,-606.8244,-564.9332,-553.6548,-557.6828,2050.85,-234.6365,-250.7525
898887093.6216,-227.3842,-503.7076,-407.8412,-295.8628,-317.614,-320.0308,-245.9177,-287.0136,-239.4713,-572.9892,-293.446,-194.3572,-615.686,-495.6516,-506.93,-527.8756,-261.2837,-610.8524,-568.1556,-556.0716,-558.4884,2050.85,-236.2481,-243.5003
898887095.687,-233.0249,-500.4852,-411.8692,-293.446,-316.8084,-325.67,-254.7815,-275.7324,-238.6655,-571.378,-292.6404,-197.5796,-617.2972,-494.0404,-507.7356,-529.4868,-256.4491,-610.0468,-568.9612,-555.266,-559.294,2050.85,-231.4132,-250.7525
898887096.6944,-237.8597,-503.7076,-409.4524,-291.0292,-317.614,-323.2532,-264.4512,-282.1788,-239.4713,-571.378,-293.446,-195.9684,-614.0748,-492.4292,-506.1244,-524.6532,-264.5067,-605.2132,-564.9332,-552.8492,-557.6828,2050.85,-243.5003,-256.3931
898887098.8266,-229.8016,-501.2908,-410.258,-291.8348,-320.0308,-324.0588,-252.3641,-284.5962,-235.4423,-572.1836,-295.8628,-198.3852,-613.2692,-498.0684,-508.5412,-530.2924,-257.2549,-609.2412,-566.5444,-556.0716,-555.266,2050.85,-242.6945,-249.1409
898887099.7915,-231.4132,-502.902,-411.0636,-294.2516,-317.614,-323.2532,-248.3351,-282.1788,-236.2481,-571.378,-291.8348,-197.5796,-614.0748,-497.2628,-510.958,-526.2644,-261.2837,-610.0468,-564.9332,-555.266,-559.294,2050.85,-243.5003,-249.9467
898887101.8929,-228.19,-504.5132,-411.0636,-293.446,-315.1972,-324.0588,-262.8396,-276.5382,-238.6655,-571.378,-288.6124,-197.5796,-610.8524,-494.0404,-507.7356,-526.2644,-256.4491,-606.8244,-564.1276,-555.266,-559.294,2050.85,-243.5003,-244.3061
898887102.9018,-237.8597,-500.4852,-411.0636,-293.446,-316.8084,-322.4476,-246.7235,-295.0717,-236.2481,-571.378,-291.8348,-481.1508,-610.8524,-494.0404,-507.7356,-526.2644,-259.6722,-606.8244,-564.1276,-555.266,-556.0716,2050.85,-240.2771,-249.9467
898887105.0094,-237.8597,-499.6796,-407.0356,-293.446,-316.8084,-324.0588,-272.5092,-270.0918,-235.4423,-571.378,-289.418,-481.1508,-617.2972,-499.6796,-507.7356,-529.4868,-256.4491,-606.8244,-565.7388,-555.266,-559.294,2050.85,-239.4713,-258.8105
898887105.9833,-226.5784,-504.5132,-411.0636,-294.2516,-318.4196,-325.67,-266.0628,-269.286,-241.8887,-571.378,-291.8348,-481.1508,-614.0748,-490.818,-507.7356,-526.2644,-259.6722,-606.8244,-568.9612,-555.266,-556.0716,2050.85,-234.6365,-241.0829
898887108.1134,-235.4423,-500.4852,-407.0356,-291.8348,-316.8084,-324.0588,-263.6454,-276.5382,-241.8887,-575.406,-295.0572,-485.1788,-611.658,-403.0076,-507.7356,-528.6812,-257.2549,-609.2412,-565.7388,-557.6828,-555.266,2050.85,-239.4713,-252.3641
898887109.1104,-243.5003,-503.7076,-409.4524,-295.0572,-320.8364,-323.2532,-262.8396,-280.5672,-237.8597,-568.1556,-293.446,-482.762,-614.0748,-423.9532,-506.93,-526.2644,-264.5067,-605.2132,-564.9332,-553.6548,-558.4884,2050.85,-266.0628,-246.7235
898887111.2292,-229.8016,-502.902,-411.0636,-293.446,-315.1972,-322.4476,-261.2279,-282.1788,-236.2481,-571.378,-291.8348,-481.1508,-611.658,-494.0404,-507.7356,-529.4868,-256.4491,-606.8244,-565.7388,-555.266,-559.294,2050.85,-256.3931,-244.3061
898887112.1959,-237.0539,-503.7076,-407.8412,-291.0292,-317.614,-320.0308,-269.286,-269.286,-237.0539,-571.378,-291.8348,-481.1508,-614.0748,-494.0404,-507.7356,-526.2644,-261.2837,-605.2132,-564.9332,-553.6548,-557.6828,2050.85,-240.2771,-261.2279
898887114.3135,-241.8887,-499.6796,-410.258,-291.8348,-316.8084,-324.0588,-276.5382,-271.7034,-233.8307,-572.1836,-291.0292,-481.9564,-610.0468,-473.9004,-506.93,-527.07,-258.8664,-607.63,-566.5444,-552.0436,-555.266,2050.85,-229.8016,-252.3641
898887115.3291,-263.6454,-502.0964,-407.8412,-291.0292,-317.614,-320.0308,-248.3351,-274.1208,-237.0539,-568.1556,-291.8348,-477.9284,-614.0748,-484.3732,-506.1244,-523.042,-262.8952,-605.2132,-564.1276,-553.6548,-556.0716,2050.85,-253.1699,-243.5003
898887117.3963,-242.6945,-504.5132,-411.0636,-293.446,-318.4196,-325.67,-259.6163,-282.1788,-238.6655,-571.378,-292.6404,-481.1508,-611.658,-494.0404,-507.7356,-529.4868,-257.2549,-609.2412,-565.7388,-555.266,-559.294,2050.85,-243.5003,-249.9467
898887118.3908,-244.3061,-502.902,-411.0636,-294.2516,-317.614,-323.2532,-254.7815,-269.286,-229.8016,-571.378,-291.8348,-481.1508,-614.0748,-494.0404,-507.7356,-526.2644,-259.6722,-606.8244,-564.1276,-553.6548,-557.6828,2050.85,-259.6163,-256.3931
898887120.5421,-239.4713,-499.6796,-410.258,-293.446,-320.0308,-324.0588,-243.5003,-276.5382,-235.4423,-575.406,-291.0292,-485.1788,-611.658,-498.0684,-508.5412,-528.6812,-257.2549,-609.2412,-565.7388,-557.6828,-559.294,2050.85,-249.9467,-252.3641
898887121.5011,-241.8887,-499.6796,-410.258,-293.446,-316.8084,-324.0588,-257.1989,-281.373,-243.5003,-575.406,-295.0572,-485.1788,-613.2692,-498.0684,-506.93,-530.2924,-263.701,-609.2412,-566.5444,-557.6828,-555.266,2050.85,-239.4713,-249.1409
898887123.6262,-237.0539,-504.5132,-411.0636,-294.2516,-318.4196,-325.67,-272.5092,-286.2078,-242.6945,-571.378,-291.8348,-476.3172,-614.0748,-494.0404,-507.7356,-529.4868,-256.4491,-606.8244,-564.1276,-555.266,-559.294,2050.85,-237.8597,-250.7525
898887124.5897,-237.8597,-503.7076,-411.0636,-296.6684,-317.614,-326.4756,-274.1208,-282.1788,-242.6945,-571.378,-291.8348,-481.1508,-614.0748,-494.0404,-507.7356,-526.2644,-259.6722,-606.8244,-564.9332,-555.266,-559.294,2050.85,-243.5003,-249.9467
898887126.7635,-239.4713,-503.7076,-411.0636,-293.446,-317.614,-323.2532,-274.9266,-282.1788,-242.6945,-571.378,-291.8348,-481.1508,-614.0748,-501.2908,-507.7356,-526.2644,-259.6722,-606.8244,-564.9332,-553.6548,-559.294,2050.85,-240.2771,-249.9467
898887127.7266,-234.6365,-503.7076,-414.286,-295.8628,-317.614,-320.0308,-261.2279,-280.5672,-237.8597,-572.9892,-293.446,-482.762,-615.686,-495.6516,-510.958,-529.4868,-261.2837,-605.2132,-564.9332,-552.8492,-558.4884,2050.85,-241.8887,-256.3931
898887129.8929,-249.1409,-504.5132,-411.8692,-291.8348,-316.8084,-320.8364,-249.9467,-271.7034,-236.2481,-572.1836,-291.0292,-485.1788,-613.2692,-498.0684,-503.7076,-528.6812,-258.8664,-609.2412,-565.7388,-556.0716,-555.266,2050.85,-258.8105,-245.9177
898887130.892,-259.6163,-502.0964,-410.258,-295.0572,-317.614,-320.0308,-268.4802,-280.5672,-231.4132,-572.9892,-293.446,-481.9564,-614.0748,-495.6516,-506.93,-524.6532,-267.7298,-607.63,-564.9332,-556.0716,-558.4884,2050.85,-267.6744,-248.3351
898887132.9307,-240.2771,-502.0964,-410.258,-295.0572,-320.8364,-320.0308,-271.7034,-281.373,-237.8597,-572.1836,-294.2516,-481.9564,-615.686,-498.0684,-506.93,-527.07,-263.701,-610.8524,-568.1556,-552.0436,-555.266,2050.85,-248.3351,-259.6163
898887134.1127,-298.2949,-499.6796,-407.0356,-291.8348,-313.586,-317.614,-244.3061,-276.5382,-235.4423,-572.1836,-287.8068,-478.734,-606.8244,-494.846,-503.7076,-527.07,-265.3125,-603.602,-561.7108,-551.238,-553.6548,2050.85,-268.4802,-242.6945
898887136.0093,-237.8597,-502.0964,-410.258,-295.0572,-320.8364,-321.642,-274.1208,-280.5672,-241.0829,-572.1836,-294.2516,-481.9564,-615.686,-495.6516,-510.958,-529.4868,-261.2837,-605.2132,-564.9332,-553.6548,-557.6828,2050.85,-246.7235,-259.6163
898887136.9931,-249.1409,-500.4852,-411.8692,-293.446,-316.8084,-325.67,-272.5092,-284.5962,-236.2481,-571.378,-292.6404,-481.1508,-617.2972,-499.6796,-507.7356,-529.4868,-259.6722,-610.0468,-565.7388,-555.266,-559.294,2050.85,-237.8597,-244.3061
898887139.1125,-237.8597,-504.5132,-411.8692,-296.6684,-318.4196,-326.4756,-272.5092,-282.9846,-242.6945,-571.378,-291.8348,-481.1508,-614.0748,-500.4852,-507.7356,-529.4868,-256.4491,-610.0468,-568.9612,-555.266,-559.294,2050.85,-244.3061,-250.7525
898887140.1134,-238.6655,-500.4852,-411.8692,-293.446,-315.1972,-324.0588,-269.286,-282.9846,-241.8887,-570.5724,-291.0292,-481.1508,-611.658,-498.0684,-507.7356,-531.9036,-260.4779,-609.2412,-565.7388,-555.266,-559.294,2050.85,-239.4713,-250.7525
898887142.1968,-237.0539,-503.7076,-411.0636,-297.474,-318.4196,-323.2532,-274.9266,-282.1788,-239.4713,-571.378,-293.446,-484.3732,-614.0748,-494.0404,-507.7356,-529.4868,-259.6722,-606.8244,-564.9332,-555.266,-562.5164,2050.85,-243.5003,-263.6454
898887143.1974,-236.2481,-500.4852,-413.4804,-294.2516,-316.8084,-324.0588,-256.3931,-278.1498,-240.2771,-575.406,-295.8628,-485.1788,-611.658,-499.6796,-508.5412,-530.2924,-262.0894,-610.0468,-566.5444,-555.266,-559.294,2050.85,-250.7525,-258.8105
898887145.3309,-237.0539,-503.7076,-417.5084,-295.8628,-317.614,-323.2532,-248.3351,-278.9556,-237.8597,-571.378,-293.446,-482.762,-614.0748,-497.2628,-510.958,-529.4868,-261.2837,-606.8244,-564.9332,-555.266,-557.6828,2050.85,-248.3351,-253.1699
898887146.3158,-229.8016,-500.4852,-411.8692,-293.446,-316.8084,-324.0588,-263.6454,-278.1498,-233.8307,-575.406,-295.0572,-481.1508,-611.658,-498.0684,-507.7356,-530.2924,-263.701,-609.2412,-565.7388,-556.0716,-555.266,2050.85,-245.9177,-258.8105
898887148.3937,-239.4713,-503.7076,-411.0636,-296.6684,-318.4196,-326.4756,-274.1208,-282.1788,-239.4713,-571.378,-293.446,-484.3732,-614.0748,-497.2628,-510.958,-529.4868,-261.2837,-606.8244,-564.1276,-555.266,-559.294,2050.85,-243.5003,-256.3931
898887149.3868,-241.0829,-503.7076,-417.5084,-295.8628,-317.614,-320.0308,-262.8396,-274.1208,-239.4713,-568.1556,-293.446,-482.762,-614.0748,-501.2908,-510.958,-526.2644,-264.5067,-606.8244,-564.9332,-555.266,-559.294,2050.85,-243.5003,-256.3931
898887151.4914,-243.5003,-502.0964,-410.258,-292.6404,-319.2252,-323.2532,-249.1409,-274.1208,-237.8597,-572.1836,-294.2516,-482.762,-616.4916,-494.846,-506.93,-527.07,-264.5067,-610.8524,-564.9332,-556.0716,-555.266,2050.85,-248.3351,-249.1409
898887152.4513,-233.8307,-502.0964,-415.8972,-295.8628,-319.2252,-321.642,-255.5873,-274.9266,-249.9467,-572.1836,-294.2516,-482.762,-615.686,-498.0684,-506.93,-533.5148,-265.3125,-610.8524,-568.1556,-559.294,-558.4884,2050.85,-236.2481,-248.3351
898887154.632,-233.8307,-501.2908,-410.258,-295.0572,-322.4476,-321.642,-281.373,-280.5672,-243.5003,-572.1836,-295.8628,-481.9564,-613.2692,-498.0684,-506.93,-533.5148,-263.701,-610.8524,-566.5444,-556.0716,-558.4884,2050.85,-236.2481,-254.7815
898887155.5896,-229.8016,-499.6796,-413.4804,-293.446,-316.8084,-324.0588,-275.7324,-281.373,-246.7235,-571.378,-295.0572,-486.79,-617.2972,-499.6796,-508.5412,-531.9036,-260.4779,-610.0468,-568.9612,-558.4884,-559.294,2050.85,-239.4713,-252.3641
898887157.7263,-241.8887,-500.4852,-413.4804,-292.6404,-320.0308,-327.2812,-257.1989,-284.5962,-235.4423,-575.406,-295.8628,-485.1788,-613.2692,-499.6796,-508.5412,-530.2924,-263.701,-612.4636,-566.5444,-556.0716,-555.266,2050.85,-242.6945,-249.1409
898887158.6609,-241.8887,-502.0964,-410.258,-295.8628,-319.2252,-321.642,-276.5382,-287.8194,-243.5003,-572.1836,-295.8628,-485.1788,-613.2692,-498.0684,-510.1524,-530.2924,-263.701,-610.8524,-568.1556,-557.6828,-556.8772,2050.85,-254.7815,-248.3351
898887160.7961,-242.6945,-502.902,-411.8692,-297.474,-315.1972,-325.67,-272.5092,-282.9846,-242.6945,-571.378,-292.6404,-481.1508,-614.0748,-500.4852,-507.7356,-529.4868,-259.6722,-610.0468,-568.9612,-555.266,-559.294,2050.85,-246.7235,-258.8105
898887161.7897,-236.2481,-501.2908,-390.9236,-266.0556,-293.446,-291.8348,-289.431,-223.3552,-204.8218,-546.4044,-265.25,-452.9548,-584.2676,-469.0668,-477.9284,-499.6796,-278.2047,-577.0172,-535.9316,-527.07,-529.4868,2050.85,-255.5873,-238.6655
898887163.8606,-255.5873,-501.2908,-416.7028,-293.446,-320.0308,-324.0588,-256.3931,-289.431,-243.5003,-575.406,-295.8628,-485.1788,-613.2692,-498.0684,-508.5412,-530.2924,-270.1471,-609.2412,-566.5444,-556.0716,-560.0996,2050.85,-242.6945,-264.4512
898887164.7872,-234.6365,-502.0964,-417.5084,-295.8628,-320.8364,-320.0308,-268.4802,-285.402,-239.4713,-572.9892,-293.446,-482.762,-615.686,-495.6516,-512.5692,-526.2644,-272.5643,-608.4356,-570.5724,-556.0716,-558.4884,2050.85,-240.2771,-253.1699
898887166.9254,-233.8307,-502.0964,-415.8972,-295.8628,-320.8364,-323.2532,-265.257,-274.9266,-244.3061,-572.9892,-296.6684,-481.9564,-615.686,-497.2628,-512.5692,-527.8756,-268.5355,-610.8524,-568.1556,-556.0716,-558.4884,2050.85,-254.7815,-259.6163
898887167.8877,-242.6945,-501.2908,-413.4804,-293.446,-320.0308,-324.0588,-276.5382,-284.5962,-235.4423,-575.406,-295.8628,-485.1788,-613.2692,-498.0684,-508.5412,-527.07,-270.1471,-609.2412,-566.5444,-557.6828,-553.6548,2050.85,-237.0539,-254.7815
898887170.0095,-257.1989,-502.902,-414.286,-296.6684,-317.614,-323.2532,-274.1208,-282.1788,-242.6945,-571.378,-293.446,-484.3732,-614.0748,-501.2908,-510.958,-526.2644,-267.7298,-606.8244,-568.9612,-555.266,-557.6828,2050.85,-243.5003,-265.257
898887170.9373,-229.8016,-499.6796,-413.4804,-293.446,-316.8084,-327.2812,-256.3931,-281.373,-246.7235,-575.406,-295.8628,-485.1788,-613.2692,-499.6796,-508.5412,-531.9036,-270.1471,-609.2412,-566.5444,-557.6828,-560.0996,2050.85,-239.4713,-249.1409
